victor,The Prodigy Beyondthedeathray.wav,10000,0,select lvl,2024-11-15 16:52:48.070072
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.329918
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.350529
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.368849
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.399531
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.408109
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.438608
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.458181
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.488809
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.504374
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.527968
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.560771
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.578096
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.609807
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.616889
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.647794
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.667203
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.697375
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.708200
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.737915
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.757789
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.788454
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.818388
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.828011
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.859025
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.879214
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.908056
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.918072
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.948473
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.969585
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:48.998085
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:49.029589
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:49.038893
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:49.058146
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:49.087766
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:49.119028
victor,The Prodigy Beyondthedeathray.wav,10000,0,in level,2024-11-15 16:52:49.128368
victor,The Prodigy Beyondthedeathray.wav,10100,0,in level,2024-11-15 16:52:49.158778
victor,The Prodigy Beyondthedeathray.wav,9800,3,in level,2024-11-15 16:52:49.179160
victor,The Prodigy Beyondthedeathray.wav,9900,4,in level,2024-11-15 16:52:49.208655
victor,The Prodigy Beyondthedeathray.wav,9800,6,in level,2024-11-15 16:52:49.228224
victor,The Prodigy Beyondthedeathray.wav,9500,9,in level,2024-11-15 16:52:49.248755
victor,The Prodigy Beyondthedeathray.wav,9200,12,in level,2024-11-15 16:52:49.267060
victor,The Prodigy Beyondthedeathray.wav,8900,15,in level,2024-11-15 16:52:49.297301
victor,The Prodigy Beyondthedeathray.wav,8600,18,in level,2024-11-15 16:52:49.327463
victor,The Prodigy Beyondthedeathray.wav,8300,21,in level,2024-11-15 16:52:49.337785
victor,The Prodigy Beyondthedeathray.wav,8000,24,in level,2024-11-15 16:52:49.358627
victor,The Prodigy Beyondthedeathray.wav,7700,27,in level,2024-11-15 16:52:49.389921
victor,The Prodigy Beyondthedeathray.wav,7600,29,in level,2024-11-15 16:52:49.418603
victor,The Prodigy Beyondthedeathray.wav,7500,31,in level,2024-11-15 16:52:49.440279
victor,The Prodigy Beyondthedeathray.wav,7600,32,in level,2024-11-15 16:52:49.459070
victor,The Prodigy Beyondthedeathray.wav,7700,33,in level,2024-11-15 16:52:49.479456
victor,The Prodigy Beyondthedeathray.wav,8000,33,in level,2024-11-15 16:52:49.508090
victor,The Prodigy Beyondthedeathray.wav,8300,33,in level,2024-11-15 16:52:49.528269
victor,The Prodigy Beyondthedeathray.wav,8600,33,in level,2024-11-15 16:52:49.548977
victor,The Prodigy Beyondthedeathray.wav,8700,33,in level,2024-11-15 16:52:49.569947
victor,The Prodigy Beyondthedeathray.wav,8700,33,in level,2024-11-15 16:52:49.598883
victor,The Prodigy Beyondthedeathray.wav,8700,33,in level,2024-11-15 16:52:49.628377
victor,The Prodigy Beyondthedeathray.wav,8700,33,in level,2024-11-15 16:52:49.649187
victor,The Prodigy Beyondthedeathray.wav,8700,33,in level,2024-11-15 16:52:49.668147
victor,The Prodigy Beyondthedeathray.wav,8700,33,in level,2024-11-15 16:52:49.687560
victor,The Prodigy Beyondthedeathray.wav,9000,33,in level,2024-11-15 16:52:49.720234
victor,The Prodigy Beyondthedeathray.wav,9300,33,in level,2024-11-15 16:52:49.740457
victor,The Prodigy Beyondthedeathray.wav,9600,33,in level,2024-11-15 16:52:49.758922
victor,The Prodigy Beyondthedeathray.wav,9900,33,in level,2024-11-15 16:52:49.778721
victor,The Prodigy Beyondthedeathray.wav,10200,33,in level,2024-11-15 16:52:49.807490
victor,The Prodigy Beyondthedeathray.wav,10500,33,in level,2024-11-15 16:52:49.839359
victor,The Prodigy Beyondthedeathray.wav,10800,33,in level,2024-11-15 16:52:49.857945
